ear_l,ear_r,ear_avg,mar,mouth_stretch,brow_l,brow_r,brow_avg,label
0.3435020331487628,0.2688906653458378,0.3061963492473003,0.12879358896009444,0.5335770145578551,0.40021360997133265,0.4551117905373311,0.42766270025433184,happy
0.29286810182580825,0.3323167333927962,0.31259241760930223,0.022083997100307385,0.40948949599780415,0.4293656695660086,0.46143228849278456,0.44539897902939657,neutral
0.257514012479669,0.28317608772838443,0.2703450501040267,0.060012920032201614,0.3802138801152799,0.3685595113795894,0.35023646280278814,0.35939798709118875,disgust
0.27291574560932147,0.22706821548596146,0.24999198054764146,0.06046026618880637,0.33022108140261897,0.3666762870427826,0.3908692687293916,0.3787727778860871,sad
0.303793617498445,0.25169626969156994,0.27774494359500745,0.08391485447884801,0.38702199149028343,0.35739731336094593,0.3286829642284168,0.34304013879468137,disgust
0.27188820359286403,0.24946941625684663,0.2606788099248553,0.04902912403604801,0.42665811382915647,0.3569591518875547,0.4001179232869875,0.3785385375872711,angry
0.36883955172154714,0.3737156193791593,0.37127758555035323,0.16806601130399962,0.5177108686357337,0.5843279045703493,0.5549054948322003,0.5696166997012748,fear
0.2955543466880301,0.36104747430187273,0.3283009104949514,0.17548969560594216,0.48596315320491906,0.5678721995943931,0.5304594255930035,0.5491658125936982,fear
0.26120968311940385,0.2947566611863874,0.2779831721528956,0.06319868585251037,0.3274838984262475,0.38115685028190227,0.4254585365641722,0.40330769342303724,sad
0.3645250162701733,0.39491435994512053,0.3797196881076469,0.24444597293217382,0.5013204295208321,0.6238603075847082,0.6317370021205775,0.6277986548526429,surprised
0.2930281019293679,0.32216963922299896,0.3075988705761834,0.13390096844615307,0.6277155422743292,0.431653035454856,0.4222807475154713,0.42696689148516365,happy
0.30018042894528546,0.2777939125662062,0.28898717075574587,0.018285463977936754,0.4400132203846968,0.42254861559758516,0.4636537173847381,0.4431011664911616,neutral
0.37321464084471867,0.33063718500911404,0.35192591292691633,0.15501891767625298,0.48278046731122815,0.5146125115055212,0.5549069386128259,0.5347597250591736,fear
0.2827005589121563,0.30039438424274006,0.2915474715774482,0.02921801098596398,0.4472776136651301,0.4271766562069732,0.45748780066084005,0.4423322284339066,neutral
0.28082718013143537,0.22566286556449872,0.253245022847967,0.0839004632308441,0.3230997943366349,0.3747225908600566,0.3771378123680823,0.3759302016140694,sad
0.39653097126802095,0.36445899196950693,0.38049498161876394,0.29611577705528636,0.4853600416739887,0.5715919301295375,0.601937650211138,0.5867647901703377,surprised
0.310016147254473,0.25365271442407955,0.2818344308392763,0.1198536365854939,0.3873111101268347,0.34373464538646237,0.35375875169351056,0.34874669853998647,disgust
0.3810219461994483,0.40285615506803585,0.39193905063374207,0.22524718232869823,0.5130934749521426,0.5592877477663811,0.5807472685387749,0.570017508152578,surprised
0.3142387217831168,0.33432469332911174,0.3242817075561143,0.20397023810903117,0.46302879288643944,0.5388347982016137,0.5531821911566014,0.5460084946791075,fear
0.227711336069606,0.23988174633408957,0.23379654120184779,0.04700527926188237,0.3877594380015916,0.3626454937054304,0.3780551202930774,0.3703503069992539,disgust
0.26870634863715276,0.27167239205335003,0.27018937034525137,0.06095645103974394,0.43132233111374313,0.3950000640806627,0.3881734603790828,0.39158676222987276,sad
0.31827708080170325,0.2997205167954353,0.3089987987985693,0.17345976651886968,0.4758271807348456,0.6146214689333102,0.5889822048869846,0.6018018369101474,fear
0.2963858922520617,0.27894759341836206,0.2876667428352119,0.07097036310788091,0.3783765263011176,0.4227201159547985,0.4036750782233135,0.413197597089056,sad
0.2552019736182168,0.28649101855852555,0.2708464960883712,0.084276147594414,0.35853910180735493,0.3050866946417816,0.3376743562008999,0.32138052542134077,disgust
0.22412896279214026,0.2562289937959114,0.24017897829402585,0.07342053647694817,0.3583660097996716,0.34605085500472466,0.35789112806601503,0.3519709915353698,disgust
0.3344073221933125,0.35777853133724674,0.3460929267652796,0.18270052469251258,0.49863356984932217,0.5500612222159722,0.5618405825191181,0.5559509023675451,fear
0.2833435328257986,0.3337448799540115,0.30854420638990504,0.022591760929931624,0.4385432884000118,0.456882703411815,0.4770626107601221,0.4669726570859686,neutral
0.36318659336147685,0.362016163646233,0.36260137850385493,0.16309398389696256,0.4679449659415874,0.5669438720187238,0.543730137951549,0.5553370049851364,fear
0.2632090665882329,0.2671028055267736,0.26515593605750326,0.09669938338856188,0.3986427905618816,0.3600700842351859,0.3061747549315275,0.3331224195833567,disgust
0.26046439895806717,0.24656506896179275,0.25351473395992996,0.04945772851215662,0.4008681947089798,0.3613909849767286,0.3478356383315589,0.3546133116541438,angry
0.28437442733009227,0.2823054446446684,0.28333993598738033,0.074401244819597,0.39876830237621763,0.3682613219311953,0.37134977796543733,0.3698055499483163,angry
0.34904839252676323,0.2999927476129194,0.3245205700698413,0.1543874242528745,0.5679784113051317,0.41698811150736886,0.41516208990404974,0.4160751007057093,happy
0.3127445538101519,0.3539780060129097,0.3333612799115308,0.15386308858426198,0.45676508741566424,0.6100661442182125,0.5507519295589521,0.5804090368885824,fear
0.24728690520726518,0.2618733608838008,0.254580133045533,0.04064302538651603,0.35940756658614403,0.415847664763649,0.3768903416139951,0.39636900318882207,sad
0.35700723690909475,0.35409461354792976,0.3555509252285123,0.17602712086683303,0.5069247746056993,0.549360289410578,0.5491909539490565,0.5492756216798172,fear
0.29441454941822914,0.31810301005374164,0.30625877973598536,0.14702453500476675,0.5641822422106296,0.4261920982098677,0.45705819343757115,0.4416251458237194,happy
0.2917167581149056,0.2979260941982213,0.2948214261565635,0.03856257675823417,0.3576230745493302,0.36003709642807535,0.3871020348319013,0.37356956562998833,angry
0.4034565347713451,0.3632615067263411,0.3833590207488431,0.24627299403753417,0.4798487409061504,0.5495987493025662,0.5920378768143906,0.5708183130584784,surprised
0.28420728647813087,0.24655476380700866,0.2653810251425698,0.03970810812775137,0.3475490463233454,0.39700959299258715,0.4359561459119285,0.4164828694522578,sad
0.30997819471017246,0.2687077360604954,0.28934296538533394,0.039637128272595905,0.4541975827194306,0.4324296367257025,0.39946138385498764,0.4159455102903451,neutral
0.18853685315471502,0.19616366397703194,0.19235025856587348,0.07756813321719253,0.33862035050434786,0.416624076807191,0.40897685653473465,0.4128004666709628,sad
0.327731906428303,0.28500925744299077,0.3063705819356469,0.01,0.41028962043795725,0.43366395021447435,0.460856258215076,0.44726010421477513,neutral
0.2844229145441694,0.23877141659402226,0.26159716556909585,0.06180927934428044,0.3579360005690949,0.40232441609772807,0.42244450256901295,0.41238445933337053,sad
0.3065158418954592,0.33616800320270007,0.3213419225490797,0.09915941580667856,0.5898430368881165,0.40020319635680024,0.42110603722071566,0.4106546167887579,happy
0.2573365168597421,0.3016131568853046,0.2794748368725234,0.05430127681129827,0.43779295959751685,0.36811664964856694,0.42154321490368485,0.3948299322761259,angry
0.24852336169739703,0.3178480943684766,0.28318572803293685,0.06953278501751069,0.4066113907582326,0.37215192963658933,0.41645051708842395,0.3943012233625066,angry
0.29822515441324204,0.29713102811474673,0.29767809126399436,0.10015038704683163,0.5831136877617562,0.392624363242473,0.4128663557693675,0.4027453595059203,happy
0.3777940539498632,0.3914599816004469,0.38462701777515507,0.29908741152494445,0.46129435552507336,0.575651707012024,0.62438112045186,0.6000164137319419,surprised
0.25110158151486384,0.25502431670261505,0.25306294910873944,0.053781880546179085,0.4212575218413509,0.36485839982696816,0.4144181345089826,0.3896382671679754,angry
0.29746348739935735,0.314111123556503,0.3057873054779302,0.11552491975562548,0.5590350399466554,0.4449627117643751,0.39632842070051194,0.42064556623244354,happy
0.2456199399986815,0.32996203675679325,0.28779098837773737,0.04051997344967122,0.37953350371196465,0.3557746892310448,0.38308446093940457,0.36942957508522467,angry
0.3914731912040229,0.4013047285684811,0.396388959886252,0.29183980893120653,0.48923472364394144,0.6014658316347918,0.5872209946966161,0.5943434131657039,surprised
0.2987293512010021,0.3064974753399811,0.3026134132704916,0.09998759552612467,0.4270181519012525,0.41208766581051015,0.36650340157058714,0.38929553369054865,angry
0.31103493173383195,0.29393806643175363,0.3024864990827928,0.09616017577884894,0.5692207122202095,0.34522203726544753,0.4193904351798683,0.3823062362226579,happy
0.3078190672026541,0.25546491617612194,0.281641991689388,0.10814499801520289,0.5807092288174853,0.35167255959065435,0.39309056654479907,0.37238156306772674,happy
0.29283274187157804,0.2985837143728458,0.2957082281222119,0.04266307455932683,0.3556885119306323,0.4137447140088346,0.38599400352237706,0.3998693587656058,sad
0.3477357419362663,0.3840188925571748,0.36587731724672057,0.32397769316087827,0.5027162534364623,0.5845160599802012,0.6095648940755248,0.597040477027863,surprised
0.35785747305123383,0.3750478772669869,0.3664526751591104,0.312442669607297,0.48689444359199024,0.6074711534728046,0.596897532936391,0.6021843432045978,surprised
0.3514121745004558,0.3957062470502557,0.37355921077535575,0.25845738812165464,0.5144885273450408,0.5632953553220187,0.5684536888578644,0.5658745220899415,surprised
0.2755797250341177,0.27557904823260015,0.2755793866333589,0.029662928884304676,0.3679401153395538,0.39806150490084957,0.32798016812346625,0.3630208365121579,disgust
0.3748467202029339,0.364102735031758,0.36947472761734595,0.3001410753296329,0.4835382409964978,0.5905039791114024,0.5869253728033337,0.588714675957368,surprised
0.2689882948782435,0.29924552128301996,0.2841169080806317,0.04630570475250476,0.3627588651404372,0.41460412775014743,0.40707633750267047,0.41084023262640895,angry
0.2848318514962761,0.25956786610071225,0.2721998587984942,0.09281390482894554,0.3345151983429627,0.3798676542605636,0.31265753813791886,0.34626259619924127,disgust
0.307843943401058,0.2932651030419385,0.3005545232214982,0.04263470577190567,0.42279466695534795,0.3969370030633811,0.4464681726117561,0.4217025878375686,neutral
0.28727410408540754,0.24117051267106493,0.26422230837823624,0.051910474614852375,0.3872535653876281,0.3786747772345995,0.44875903180344145,0.4137169045190205,sad
0.2533541185818108,0.34873596507724763,0.3010450418295292,0.01,0.4171880007844629,0.45915296701816266,0.4233190943626648,0.4412360306904137,neutral
0.37116467440597123,0.3820819561188697,0.37662331526242043,0.2548780677075668,0.5229641643315428,0.6171136821108616,0.5686888890611211,0.5929012855859914,surprised
0.29648625668952944,0.3277955648267826,0.31214091075815603,0.021961933942336382,0.4155247439532331,0.4764615051614701,0.3949118115139326,0.43568665833770137,neutral
0.3374136568169425,0.337026667972038,0.33722016239449026,0.0574184072888017,0.4446903112053261,0.4747562472427585,0.4334651618145396,0.45411070452864905,neutral
0.291008672790567,0.2928662100041416,0.29193744139735434,0.15338398785032087,0.5891866729733393,0.4426256594482987,0.39360768742485647,0.41811667343657755,happy
0.3378924257572155,0.3859979582745828,0.36194519201589914,0.2593805546933829,0.48869719923492017,0.5680444445250409,0.5674700185207259,0.5677572315228834,surprised
0.28390615648259865,0.27917399862184017,0.28154007755221944,0.06366062582214033,0.4139532234635982,0.44707104121110197,0.44727453279040075,0.44717278700075136,neutral
0.276086017698357,0.30830327410258546,0.29219464590047123,0.12480418708919382,0.37279512866423836,0.357661151641415,0.4072329359387551,0.38244704379008504,disgust
0.23076960674423957,0.32032071050765765,0.27554515862594864,0.020060038344164907,0.3656382388048656,0.41536583864010135,0.4263554712314949,0.42086065493579816,sad
0.38747535879032635,0.35751699796639164,0.372496178378359,0.31041403480310736,0.5178686826282706,0.5868087860848255,0.5259108519935296,0.5563598190391775,surprised
0.2906525678703654,0.2692460576689025,0.279949312769634,0.09885828321206655,0.5577433235589897,0.42403851116648883,0.3841836232110234,0.4041110671887561,happy
0.30070026213716555,0.29744144335384903,0.29907085274550727,0.07564205131864865,0.3946523014631223,0.40038159302509696,0.36256279346473597,0.38147219324491644,angry
0.37536541428202136,0.359683520307552,0.3675244672947867,0.1601581377047848,0.413202742090379,0.5218525789818917,0.5565435417034786,0.5391980603426851,fear
0.25621731390318625,0.26822879822349316,0.26222305606333973,0.047336261866105914,0.3372871756396276,0.43204776335930706,0.4114348981156822,0.42174133073749465,sad
0.2405128639052483,0.2534892987951251,0.2470010813501867,0.029144665334826108,0.3294462192698513,0.4155888393418439,0.44813318146500103,0.43186101040342245,sad
0.2778796705767169,0.2994705891789205,0.28867512987781874,0.10024239529818084,0.4022776338468592,0.35190933687703024,0.3963286465779491,0.37411899172748964,disgust
0.2790088462840575,0.3146030748525913,0.2968059605683244,0.03572656250553413,0.40582206592363007,0.39317470031706414,0.394186076842162,0.39368038857961307,angry
0.2628103721961347,0.2656809635228711,0.2642456678595029,0.10786256024671362,0.3913926546959389,0.38254437591118207,0.39282753413370397,0.387685955022443,sad
0.3849628613726807,0.36655512491835857,0.37575899314551964,0.27617448206033873,0.5007116876480303,0.6077346373477415,0.5913039375812911,0.5995192874645163,surprised
0.3025478362630405,0.2547059813195778,0.27862690879130914,0.07392987154642483,0.34687919290643393,0.41346950767570967,0.41518710541976495,0.41432830654773734,sad
0.2747063657064072,0.2666668414212903,0.27068660356384877,0.05632268045447561,0.39738536427056936,0.4337800428445395,0.4005398821103868,0.4171599624774632,neutral
0.27601937475213806,0.2935211396171452,0.28477025718464166,0.05888431772599804,0.38365428476454155,0.3767596591576808,0.3995993867515332,0.388179522954607,angry
0.2798197160085311,0.265970047239771,0.2728948816241511,0.12665091847622242,0.3980663735068946,0.3295834827441689,0.3637849848024166,0.3466842337732927,angry
0.2844095281237612,0.3098244603021313,0.29711699421294624,0.09879422193846242,0.39099263361135145,0.3619712612165788,0.39171917276705653,0.37684521699181767,disgust
0.24791496097687354,0.24924156228650649,0.24857826163169,0.01,0.41733220692769607,0.46788584408531936,0.4377909607804688,0.4528384024328941,neutral
0.2660467444112301,0.25611924470820985,0.26108299455971995,0.11455100801486987,0.39567815404646023,0.39448065643385866,0.3824007349662814,0.38844069570007,disgust
0.2917967486690226,0.32704621031680947,0.30942147949291604,0.051118835444939205,0.45676912667468805,0.45283884718004885,0.41499226862621325,0.4339155579031311,neutral
0.3333902046514204,0.28452514965952347,0.30895767715547195,0.04472519344833623,0.4523393909629459,0.46450762019652314,0.4138358589374212,0.4391717395669722,neutral
0.36238032982374846,0.3579800734314988,0.36018020162762365,0.2683790815032012,0.5394424386585484,0.5811389801912884,0.5826169294402237,0.581877954815756,surprised
0.34037950859131194,0.35407722815567255,0.34722836837349225,0.21739091714643988,0.4870941335964146,0.5612580815702174,0.5339670399708438,0.5476125607705307,fear
0.2867720931102539,0.35854768635257755,0.32265988973141574,0.051326964484925845,0.4508383545575609,0.47051734380251314,0.45436060756505003,0.46243897568378156,neutral
0.3536012065721797,0.29437393602237144,0.32398757129727557,0.04110068801460335,0.4317893721343179,0.42985679359737344,0.4330944893127246,0.431475641455049,neutral
0.36223732563985195,0.33324829672948414,0.34774281118466804,0.14845046541913684,0.4567837569512128,0.576942573604908,0.5287060498834374,0.5528243117441727,fear
0.27734557357934514,0.25809011620445055,0.26771784489189787,0.12372022612428314,0.3759973015309754,0.4074497838298736,0.34290263126239806,0.37517620754613584,disgust
0.37240895440621785,0.373653943819598,0.3730314491129079,0.3312364314850848,0.5210632370381704,0.5788274894785289,0.5601659817616004,0.5694967356200646,surprised
0.2587598511097464,0.26723443830254684,0.26299714470614666,0.012865620393411374,0.40751712785736516,0.37734819366380623,0.35035700487486915,0.36385259926933766,angry
0.32945992857112716,0.296431569138981,0.3129457488550541,0.07843107936382508,0.6088723670941398,0.3931541832620664,0.37587465892560235,0.3845144210938344,happy
0.31805666862149645,0.219577995807304,0.26881733221440024,0.08369479685134941,0.4178339169522059,0.3568016245969527,0.305906937493724,0.3313542810453384,disgust
0.2860177196915734,0.2801641609988018,0.2830909403451876,0.14415886497277708,0.6312384306663498,0.3919427182769178,0.4555605469050935,0.4237516325910057,happy
0.38876652666174,0.3374376535190325,0.36310209009038624,0.27816162175298,0.49406095167204267,0.6149676994460328,0.5755913414195128,0.5952795204327728,surprised
0.3821605178398945,0.3583957574165311,0.3702781376282128,0.2775864747956131,0.4824090818507388,0.5643220436123869,0.5191861796050136,0.5417541116087002,surprised
0.28798535550630955,0.27102716728653453,0.27950626139642204,0.04727713180231442,0.3799067037869831,0.4070040853134471,0.3727808373501156,0.38989246133178135,angry
0.3931541399345019,0.3076956350592396,0.35042488749687073,0.2839084663421683,0.5332529566149681,0.5918210256046388,0.5771656968992844,0.5844933612519616,surprised
0.2873094999626651,0.32433466793410254,0.30582208394838384,0.04828132421219326,0.3881449522851019,0.3817083087263934,0.3961177897645448,0.3889130492454691,sad
0.33270721028481887,0.27127811349768344,0.3019926618912512,0.04610316415622487,0.42694584288764426,0.3565636639364371,0.4287806269435862,0.39267214544001167,angry
0.287066283034151,0.23331968551524257,0.2601929842746968,0.04172903153397958,0.33527299262924276,0.4065370888414806,0.4219193431663097,0.41422821600389514,angry
0.30356554600549696,0.2979735141453764,0.30076953007543666,0.07906052968896143,0.3727947067720226,0.3430215541557224,0.35833731606807756,0.3506794351119,angry
0.26425476670787856,0.29985827011580135,0.28205651841184,0.0872279549068819,0.3852575803226452,0.38471606036848266,0.35975080431592327,0.37223343234220296,sad
0.3569033883874681,0.3424270782683042,0.3496652333278861,0.15679985756537212,0.5055720371000418,0.5684645261894007,0.5909895544553946,0.5797270403223976,fear
0.24730964026988855,0.2764066305670912,0.2618581354184899,0.07610500620829841,0.3735851236461641,0.3540812488616021,0.3564983319694833,0.35528979041554265,disgust
0.28616315810124865,0.24089452204358291,0.2635288400724158,0.11826337044703272,0.3850340548140987,0.33779266479626274,0.341924037955623,0.3398583513759429,disgust
0.2870000796996952,0.28764262274972996,0.2873213512247126,0.06152769644121646,0.48073756647649846,0.45615908449750703,0.46309229150947556,0.4596256880034913,neutral
0.24337231345742474,0.3078555466824481,0.2756139300699364,0.057783681326628054,0.388701628891375,0.3935683948530229,0.3555844777881928,0.3745764363206079,disgust
0.3005000676425902,0.29797502422614797,0.2992375459343691,0.07912796322950374,0.3813480456056825,0.35954245191131556,0.4382037681147246,0.39887311001302006,angry
0.2909085250521622,0.2588243711196556,0.2748664480859089,0.01,0.3789536946898891,0.4668518685137582,0.4541634316137114,0.46050765006373484,neutral
0.3937009702130817,0.33951581911267703,0.36660839466287937,0.27149989647170636,0.4897196277366111,0.5819472252374915,0.5714718144561521,0.5767095198468218,surprised
0.41974142597521624,0.3383126495014312,0.3790270377383237,0.2830960026449922,0.4561545124830751,0.6231278931629799,0.5869411559256689,0.6050345245443244,surprised
0.3385214277387271,0.33381287882688515,0.3361671532828061,0.19668392523214745,0.5056098229390587,0.568377426606901,0.5119010825069177,0.5401392545569094,fear
0.3107438452734818,0.25236582231827187,0.28155483379587687,0.05442031159326312,0.3798923588679393,0.37275045259826717,0.3570001599296951,0.3648753062639811,angry
0.3949687488742416,0.35493999512844965,0.3749543720013456,0.2807907596035217,0.5146663886546181,0.5823710260919209,0.5823139546522389,0.58234249037208,surprised
0.2843229476220071,0.3172413369667783,0.3007821422943927,0.02188942620528763,0.4582165578118448,0.4903342580995804,0.461472332270111,0.4759032951848457,neutral
0.26639352542856726,0.2720924960907712,0.2692430107596692,0.07606283423606694,0.3967866334263992,0.41416158676374215,0.3633701331628347,0.3887658599632884,angry
0.2624066191048252,0.2483644632238487,0.255385541164337,0.051033149483681095,0.34187423063402916,0.3745302084016864,0.34885222631867335,0.36169121736017984,angry
0.3562713308542657,0.3495470664632735,0.3529091986587696,0.17229383383019672,0.4940948348603737,0.5079838383643571,0.5373563765335819,0.5226701074489695,fear
0.2705285796730683,0.26179511605147526,0.2661618478622718,0.09434208457904561,0.3924818627416344,0.38212360233686316,0.30776719890109555,0.3449454006189794,disgust
0.3680441564006767,0.36767530292587985,0.3678597296632783,0.17758063730536916,0.46651117147518456,0.5383258518838214,0.553083498104591,0.5457046749942063,fear
0.23674593391988288,0.27940699307481726,0.2580764634973501,0.06833858097968806,0.3255748529790879,0.443693949771569,0.3866715896002476,0.4151827696859083,sad
0.2815421879344365,0.276746001140346,0.27914409453739125,0.022427955079943267,0.43258409510446333,0.44187916532222243,0.45537460510405503,0.44862688521313876,neutral
0.39155071676114706,0.359988582395163,0.37576964957815506,0.23010898349999642,0.47405911118916233,0.5744625346843558,0.5330915604219888,0.5537770475531723,fear
0.3067019359958115,0.28830096519630216,0.2975014505960568,0.04672993396085364,0.3925559880050267,0.3713756663476171,0.3173482540671092,0.34436196020736315,angry
0.35779258143946274,0.3411599361485739,0.34947625879401834,0.19369923131448646,0.4921571896443832,0.5539286329525679,0.5714813392089253,0.5627049860807466,fear
0.3235062998030608,0.3610570839418253,0.34228169187244306,0.1719791411889508,0.49285177661611623,0.6028222908620814,0.5313637164431306,0.5670930036526061,fear
0.24695171381184464,0.27683298319030625,0.26189234850107546,0.06633960859009386,0.3543135355860216,0.39026275282478634,0.3665485344133343,0.3784056436190603,disgust
0.35449055945718444,0.3483724932992171,0.35143152637820074,0.16210315495904853,0.453373419828661,0.5367444182824931,0.541049955414437,0.5388971868484651,fear
0.2958736876005478,0.3197667979429829,0.30782024277176534,0.14544249391337388,0.5849160911498352,0.43611499500586093,0.4330093376153859,0.4345621663106234,happy
0.3603535446221115,0.3412411851709156,0.3507973648965136,0.3068779757108146,0.482633344302942,0.5633485967625715,0.5500748037137857,0.5567117002381786,surprised
0.2854138915905723,0.2745990424135535,0.2800064670020629,0.043354978811332004,0.39120818584604933,0.37242693441412744,0.3524261642178636,0.3624265493159955,angry
0.36515486815838916,0.4074996798883481,0.38632727402336864,0.2642108315141567,0.4937478041198544,0.5743832070703719,0.603423616706303,0.5889034118883374,surprised
0.28126282221524673,0.3507747253936171,0.3160187738044319,0.12710053972260602,0.578890543777691,0.4036477974408908,0.4400836004765896,0.4218656989587402,happy
0.25215437461756995,0.3079741884678038,0.28006428154268687,0.05557452612144942,0.3684261687465148,0.3440404887089734,0.3644566814405099,0.35424858507474166,disgust
0.38122359557476093,0.32535917548164883,0.3532913855282049,0.18063346408048708,0.4617149642022038,0.5992509525178512,0.5030831083883435,0.5511670304530973,fear
0.3393849083193843,0.3516239514255067,0.34550442987244545,0.18691156349319363,0.5138232195844835,0.5637078641573406,0.5335646793434107,0.5486362717503757,fear
0.37590896457397294,0.3890941657636332,0.38250156516880307,0.2727548439157389,0.500135440613376,0.571480412153366,0.6089060012184535,0.5901932066859097,surprised
0.25770315626140833,0.2628897709841184,0.2602964636227634,0.09645668555232856,0.39730485938736315,0.3828157105880919,0.4112223758535494,0.39701904322082066,disgust
0.32935902040434134,0.3894335049463783,0.35939626267535985,0.2119398123480537,0.48293952439324833,0.554237469947957,0.5543208083887556,0.5542791391683564,fear
0.2714888842452004,0.3022919417027289,0.28689041297396467,0.10129910951846202,0.3752591904404207,0.37879919470299306,0.34181833765801317,0.3603087661805031,disgust
